DOI,Title,Authors,Abstract,Venue (Year),Article URL,PDF URL
10.1016/j.scs.2019.101467,"Life Cycle Assessment of a solar thermal system in Spain, eco-design alternatives and derived climate change scenarios at Spanish and Chinese National levels","Jaume Albertí, Juliana Raigosa, Marco Raugei, Rafael Assiego, Joan Ribas-Tur, Núria Garrido-Soriano, Linghui Zhang, Guobao Song, Patxi Hernández, Pere Fullana-i-Palmer","Solar thermal energy is considered a ‘clean’ form of energy; however, environmental impacts occur during its life-cycle. The present work compares the environmental performance of two scenarios: a solar thermal system for providing domestic ...",Sustainable Cities and Society (2019),https://www.mendeley.com/catalogue/api/pdf/bcaf5f15-1ab8-3ea3-953a-49de8de88ded/?doi=10.1016%2Fj.scs.2019.101467,https://www.mendeley.com/catalogue/life-cycle-assessment-solar-thermal-system-spain-ecodesign-alternatives-derived-climate-change-scena
10.1016/j.scitotenv.2018.12.318,Life cycle analysis of copper-gold-lead-silver-zinc beneficiation process,"Shahjadi Hisan Farjana, Nazmul Huda, M. A.Parvez Mahmud","Gold, silver, lead, zinc, and copper are valuable non-ferrous metals that paved the way for modern civilisation. However, the environmental impacts from their beneficiation stage was always overlooked. This paper analysed the life cycle ...",Science of the Total Environment (2019),https://www.mendeley.com/catalogue/api/pdf/817576d0-9294-3b50-b18e-391c6d152dae/?doi=10.1016%2Fj.scitotenv.2018.12.318,https://www.mendeley.com/catalogue/life-cycle-analysis-coppergoldleadsilverzinc-beneficiation-process
10.1016/j.indcrop.2018.09.036,Life cycle analysis of macauba palm cultivation: A promising crop for biofuel production,"Ignacio A. Fernández-Coppel, Anderson Barbosa-Evaristo, Adriana Corrêa-Guimarães, Jesús Martín-Gil, Luis M. Navas-Gracia, Pablo Martín-Ramos","The 450 Scenario, which limits the increase in global average temperature to 2 °C, makes it necessary to take steps towards a low-carbon economy. Since the energy sector is a major contribution to anthropogenic ...",Industrial Crops and Products (2018),https://www.mendeley.com/catalogue/api/pdf/b1f05d1a-6f55-38eb-b559-849e2b24fbef/?doi=10.1016%2Fj.indcrop.2018.09.036,https://www.mendeley.com/catalogue/life-cycle-analysis-macauba-palm-cultivation-promising-crop-biofuel-production
10.1016/j.jclepro.2018.06.087,Life cycle analysis of organic tomato production and supply in Sweden,"Techane Bosona, Girma Gebresenbet",Improving sustainability of organic tomato value chains requires increase of production and reduction of losses and related environmental burden. This paper presents the study conducted on organic tomato produced and consumed in Sweden. Using life ...,Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/36037b7e-1ce5-3a31-b3a3-b3af1dcf6bc0/?doi=10.1016%2Fj.jclepro.2018.06.087,https://www.mendeley.com/catalogue/life-cycle-analysis-organic-tomato-production-supply-sweden
10.1016/j.jclepro.2018.03.221,Life cycle assessment and eco-innovations: What kind of convergence is possible?,"Wladmir Henriques Motta, Liz Rejane Issberner, Patricia Prado","Generation of goods and services are highly dependent on the use of natural resources. Until very recently, there was an implicit belief that the physical expansion of the economic system could be unlimited, as if ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/f7876e31-1ca2-389d-bff7-d53c8be4780e/?doi=10.1016%2Fj.jclepro.2018.03.221,https://www.mendeley.com/catalogue/life-cycle-assessment-ecoinnovations-kind-convergence-possible
10.1016/j.jclepro.2018.02.193,Life cycle assessment comparing the treatment of surplus activated sludge in a sludge treatment reed bed system with mechanical treatment on centrifuge,"Julie D. Larsen, Marieke ten Hoeve, Steen Nielsen, Charlotte Scheutz","In Denmark, the conventional method for treating sewage sludge is mechanical dewatering and subsequent storage. However, sludge treatment reed bed systems, which are holistic sludge treatment facilities combining the dewatering, mineralisation and storage of sludge ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/a15b8383-9bec-3259-ba52-352876128981/?doi=10.1016%2Fj.jclepro.2018.02.193,https://www.mendeley.com/catalogue/life-cycle-assessment-comparing-treatment-surplus-activated-sludge-sludge-treatment-reed-bed-system
10.1016/j.jclepro.2017.12.275,Life cycle assessment of Virginia mallow production with different fertilisation options,"Michał Krzyżaniak, Mariusz Jerzy Stolarski, Kazimierz Warmiński","Lignocellulosic crops can be a significant source of feedstock for the chemical industry. They can be grown on poorer soils, but fertilisation should be applied to achieve a considerable yield. The aim of the study ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/6373731c-5693-32d4-a74c-4116bab1a5f6/?doi=10.1016%2Fj.jclepro.2017.12.275,https://www.mendeley.com/catalogue/life-cycle-assessment-virginia-mallow-production-different-fertilisation-options
10.1016/j.jclepro.2017.09.243,Life cycle assessment of ammonia utilization in city transportation and power generation,"Yusuf Bicer, Ibrahim Dincer","The main reason of climate change is particularly attributed to transportation and power generation in the world. Therefore, clean fuels alternatively emerge as potential solutions rather than carbon intensive hydrocarbons. In this study, carbon-free ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/b8ef9dcb-3a99-36f0-a860-22efc7138c98/?doi=10.1016%2Fj.jclepro.2017.09.243,https://www.mendeley.com/catalogue/life-cycle-assessment-ammonia-utilization-city-transportation-power-generation
10.1016/j.aquaculture.2018.10.019,Life cycle assessment of common carp (Cyprinus carpio L.) – A comparison of the environmental impacts of conventional and organic carp aquaculture in Germany,"Gesa Biermann, Juergen Geist","The steadily growing aquaculture industry has been blamed for increasing environmental impacts at local and global levels. The greatest increase in production is expected for freshwater fish, such as carp and related species. Decisions on ...",Aquaculture (2019),https://www.mendeley.com/catalogue/api/pdf/63dee119-85f3-3a7f-9fd9-4026d1e2dc03/?doi=10.1016%2Fj.aquaculture.2018.10.019,https://www.mendeley.com/catalogue/life-cycle-assessment-common-carp-cyprinus-carpio-l-comparison-environmental-impacts-conventional-or
10.1016/j.jclepro.2018.01.007,Life cycle assessment of concrete paving blocks using electric arc furnace slag as natural coarse aggregate substitute,"Beatriz Leão Evangelista, Laís Peixoto Rosado, Carmenlucia Santos Giordano Penteado","This study assessed the environmental impacts of natural coarse aggregate and electric arc furnace aggregate production, and the impacts of paving blocks production using both aggregates in the proportion of 50%. The life cycle impact ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/fb36de4a-ccc7-3fa7-b345-351fccaf6495/?doi=10.1016%2Fj.jclepro.2018.01.007,https://www.mendeley.com/catalogue/life-cycle-assessment-concrete-paving-blocks-using-electric-arc-furnace-slag-natural-coarse-aggregat
10.1016/j.jclepro.2018.08.030,Life cycle assessment of decentralized mobile production systems for pelletizing logging residues under Nordic conditions,"Teresa de la Fuente, Dan Bergström, Sara González-García, Sylvia H. Larsson","The development of mobile systems for the decentralized pelletizing of forest-based residual biomass is currently underway. However, there is a lack of knowledge regarding the environmental impacts of such systems that needs to be ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/f561115b-497e-306d-9ab2-dda61ed9a18b/?doi=10.1016%2Fj.jclepro.2018.08.030,https://www.mendeley.com/catalogue/life-cycle-assessment-decentralized-mobile-production-systems-pelletizing-logging-residues-under-nor
10.1016/j.jclepro.2018.02.018,Life cycle assessment of different physical-chemical and biological technologies for biogas desulfurization in sewage treatment plants,"Patricio I. Cano, Joan Colón, Martín Ramírez, Javier Lafuente, David Gabriel, Domingo Cantero","Biogas desulfurization can be carried out by physical-chemical or biological technologies. Biological technologies are generally described as more environmentally friendly than physical-chemical techniques, although it is difficult to find studies in which the ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/47d3af50-025a-3bc7-b599-c56a5f590522/?doi=10.1016%2Fj.jclepro.2018.02.018,https://www.mendeley.com/catalogue/life-cycle-assessment-different-physicalchemical-biological-technologies-biogas-desulfurization-sewa
10.1016/j.wasman.2019.01.005,Life cycle assessment of garden waste management options including long-term emissions after land application,"Marieke ten Hoeve, Sander Bruun, Lars S. Jensen, Thomas H. Christensen, Charlotte Scheutz","A life cycle assessment (LCA) was performed on five garden waste treatment practices: the production of mature compost including the woody fraction (MCIW), the production of mature compost without the woody fraction (MCWW), the production ...",Waste Management (2019),https://www.mendeley.com/catalogue/api/pdf/61238c83-2503-311a-981c-ee8d4dc8de05/?doi=10.1016%2Fj.wasman.2019.01.005,https://www.mendeley.com/catalogue/life-cycle-assessment-garden-waste-management-options-including-longterm-emissions-after-land-applic
10.1016/j.scitotenv.2017.12.051,Life cycle assessment of high rate algal ponds for wastewater treatment and resource recovery,"Larissa Terumi Arashiro, Neus Montero, Ivet Ferrer, Francisco Gabriel Acién, Cintia Gómez, Marianna Garfí","The aim of this study was to assess the potential environmental impacts associated with high rate algal ponds (HRAP) systems for wastewater treatment and resource recovery in small communities. To this aim, a Life Cycle ...",Science of the Total Environment (2018),https://www.mendeley.com/catalogue/api/pdf/822b78c2-c909-39b4-9a8d-4551cb69f379/?doi=10.1016%2Fj.scitotenv.2017.12.051,https://www.mendeley.com/catalogue/life-cycle-assessment-high-rate-algal-ponds-wastewater-treatment-resource-recovery
10.1016/j.algal.2018.07.013,Life cycle assessment of industrial scale production of spirulina tablets,"Chensong Ye, Dongyan Mu, Naomi Horowitz, Zhonglin Xue, Jie Chen, Mingxiong Xue, Yu Zhou, Megan Klutts, Wenguang Zhou","Spirulina platensis has been successfully commercialized as functional food ingredients, animal feed and medicine due to its high contents of protein, beta-carotene, vitamins, and minerals. In this study, we investigated the environmental performance (cradle ...",Algal Research (2018),https://www.mendeley.com/catalogue/api/pdf/8f14e257-e554-39cd-9559-563e4e03d723/?doi=10.1016%2Fj.algal.2018.07.013,https://www.mendeley.com/catalogue/life-cycle-assessment-industrial-scale-production-spirulina-tablets
10.1016/j.jclepro.2017.10.245,Life cycle assessment of nanoadsorbents at early stage technological development,"Ali Kazemi, Nader Bahramifar, Akbar Heydari, Stig Irving Olsen",Increasing pressure to the environment due to human activities manifests the necessity of applying new approaches to determine the environmental impact of a new product before scale-up. Nanoadsorbents as an emerging product and a ...,Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/a12fbbbe-5684-3668-a2cf-89dbaf44e562/?doi=10.1016%2Fj.jclepro.2017.10.245,https://www.mendeley.com/catalogue/life-cycle-assessment-nanoadsorbents-early-stage-technological-development
10.1016/j.trd.2018.11.004,Life cycle assessment of permanent magnet electric traction motors,"Anders Nordelöf, Emma Grunditz, Sonja Lundmark, Anne Marie Tillman, Mikael Alatalo, Torbjörn Thiringer","Ongoing development of electrified road vehicles entails a risk of conflict between resource issues and the reduction of greenhouse gas emissions. In this study, the environmental impact of the core design and magnet material for ...",Transportation Research Part D: Transport and Environment (2019),https://www.mendeley.com/catalogue/api/pdf/c689f1a1-91dc-3ee6-a2dd-22e3575c95e5/?doi=10.1016%2Fj.trd.2018.11.004,https://www.mendeley.com/catalogue/life-cycle-assessment-permanent-magnet-electric-traction-motors
10.1016/j.jclepro.2018.09.180,Life cycle assessment of poplar production: Environmental impact of different soil enrichment methods,"Michał Krzyżaniak, Mariusz Jerzy Stolarski, Kazimierz Warmiński","The bioeconomy is expected to play an important role in the low carbon economy and poplar could be one of the species providing lignocellulosic feedstock for bioindustries. Since mineral fertilizers are expensive, alternative methods of ...",Journal of Cleaner Production (2019),https://www.mendeley.com/catalogue/api/pdf/fd49c690-19d4-3c26-a9c8-ee0e6ca2a7d2/?doi=10.1016%2Fj.jclepro.2018.09.180,https://www.mendeley.com/catalogue/life-cycle-assessment-poplar-production-environmental-impact-different-soil-enrichment-methods
10.1016/j.jclepro.2017.10.298,Life cycle assessment of second generation ethanol derived from banana agricultural waste: Environmental impacts and energy balance,"Ana Belén Guerrero, Edmundo Muñoz","Biofuels are considered as an alternative to partially replace fossil fuels and mitigate climate change effects. A life cycle assessment of second generation ethanol, derived from banana agricultural wastes, was developed to assess its environmental ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/f9ccd5ea-63cb-3b7a-991f-4d794e78daf7/?doi=10.1016%2Fj.jclepro.2017.10.298,https://www.mendeley.com/catalogue/life-cycle-assessment-second-generation-ethanol-derived-banana-agricultural-waste-environmental-impa-2
10.1016/j.jclepro.2019.04.276,Life cycle burden-shifting in energy systems designed to minimize greenhouse gas emissions: Novel analytical method and application to the United States,"Ibrahim M. Algunaibet, Gonzalo Guillén-Gosálbez","Energy systems are currently designed focusing only on minimizing their cost or, at most, including limits on greenhouse gas emissions. Unfortunately, electricity technologies performing well in global warming potential might not necessarily behave equally well ...",Journal of Cleaner Production (2019),https://www.mendeley.com/catalogue/api/pdf/74306ae9-5358-3334-9ece-289b1a2e9a59/?doi=10.1016%2Fj.jclepro.2019.04.276,https://www.mendeley.com/catalogue/life-cycle-burdenshifting-energy-systems-designed-minimize-greenhouse-gas-emissions-novel-analytical
10.1016/j.jclepro.2018.04.112,Life cycle environmental and economic assessment of ceramic tile production: A case study in China,"Liping Ye, Jinglan Hong, Xiaotian Ma, Congcong Qi, Donglu Yang","Ceramic tiles are important building materials, but their production consumes large amounts of energy and raw materials and causes serious pollution. In this study, a cost combined life cycle assessment is conducted to quantify the ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/bd719b21-9f42-3648-8a44-3956b1b4d431/?doi=10.1016%2Fj.jclepro.2018.04.112,https://www.mendeley.com/catalogue/life-cycle-environmental-economic-assessment-ceramic-tile-production-case-study-china
10.1016/j.jenvman.2018.03.047,Life cycle environmental impacts of advanced wastewater treatment techniques for removal of pharmaceuticals and personal care products (PPCPs),"Raphael Ricardo Zepon Tarpani, Adisa Azapagic",Pharmaceutical and personal care products (PPCPs) are of increasing interest because of their ecotoxicological properties and environmental impacts. Wastewater treatment plants (WWTPs) are the main pathway for their release into freshwaters due to the inefficiency ...,Journal of Environmental Management (2018),https://www.mendeley.com/catalogue/api/pdf/a9eb874c-b4c9-3942-869f-8cde01e5b47e/?doi=10.1016%2Fj.jenvman.2018.03.047,https://www.mendeley.com/catalogue/life-cycle-environmental-impacts-advanced-wastewater-treatment-techniques-removal-pharmaceuticals-pe
10.1016/j.scitotenv.2019.04.091,Life cycle environmental impacts of natural gas drivetrains used in UK road freighting and impacts to UK emission targets,"Jasmin Cooper, Adam Hawkes, Paul Balcombe",Using natural gas as a fuel in the road freight sector instead of diesel could cut greenhouse gas and air quality emissions but the switch alone is not enough to meet UK climate targets. A ...,Science of the Total Environment (2019),https://www.mendeley.com/catalogue/api/pdf/d909ab1d-21a4-30a8-bb9f-0c84d904568e/?doi=10.1016%2Fj.scitotenv.2019.04.091,https://www.mendeley.com/catalogue/life-cycle-environmental-impacts-natural-gas-drivetrains-used-uk-road-freighting-impacts-uk-emission
10.1016/j.jclepro.2017.10.261,Life cycle environmental impacts of the apparel industry in Sri Lanka: Analysis of the energy sources,"T. T. Muthukumarana, H. P. Karunathilake, H. K.G. Punchihewa, M. M.I.D. Manthilake, K. N. Hewage","The apparel industry is responsible for 10% of the world's carbon emissions, and is considered as the second highest industrial polluter after the oil industry. In Sri Lanka, the apparel sector is the key ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/bd0e7453-c286-3e41-aa26-9e34ddce8f5e/?doi=10.1016%2Fj.jclepro.2017.10.261,https://www.mendeley.com/catalogue/life-cycle-environmental-impacts-apparel-industry-sri-lanka-analysis-energy-sources
10.1016/j.jclepro.2018.11.249,Life cycle evaluation of greenhouse gas emissions of a highway tunnel: A case study in China,"Chun Guo, Jianfeng Xu, Lu Yang, Xiong Guo, Jixuan Liao, Xin Zheng, Zhenhua Zhang, Xiaofeng Chen, Kun Yang, Mingnian Wang",The purpose of this paper is to evaluate greenhouse gas (GHG) emissions of a Chinese highway tunnel in the life cycle. Life cycle assessment (LCA) method is adopted in the paper. Based on rock mass ...,Journal of Cleaner Production (2019),https://www.mendeley.com/catalogue/api/pdf/c5f421cb-9be5-3d37-bed6-64ded738f361/?doi=10.1016%2Fj.jclepro.2018.11.249,https://www.mendeley.com/catalogue/life-cycle-evaluation-greenhouse-gas-emissions-highway-tunnel-case-study-china
10.1016/j.jclepro.2019.02.001,Life cycle greenhouse gas benefits or burdens of residual biomass from landscape management,"Swinda F. Pfau, Steef V. Hanssen, Menno W. Straatsma, K. Remon Koopman, Rob S.E.W. Leuven, Mark A.J. Huijbregts",The use of residual biomass for the production of bioenergy and biomaterials is often suggested as a strategy to avoid negative effects associated with dedicated biomass production. One potential source is biomass from landscape management ...,Journal of Cleaner Production (2019),https://www.mendeley.com/catalogue/api/pdf/f2d3b5e4-7dea-3135-90fc-cab451e60821/?doi=10.1016%2Fj.jclepro.2019.02.001,https://www.mendeley.com/catalogue/life-cycle-greenhouse-gas-benefits-burdens-residual-biomass-landscape-management
10.1016/j.jclepro.2017.09.241,Life cycle impact assessment of a seaweed product obtained from Gracilaria edulis – A potent plant biostimulant,"K. G. Vijay Anand, K. Eswaran, Arup Ghosh","Increasing crop productivity for food security is a challenging task without compromising the environmental integrity. In this scenario, seaweed based plant biostimulants are one of the potential sources for sustainably improving crop productivity and mitigating ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/60e3b0b3-c971-3df7-a9d0-565a10146e6e/?doi=10.1016%2Fj.jclepro.2017.09.241,https://www.mendeley.com/catalogue/life-cycle-impact-assessment-seaweed-product-obtained-gracilaria-edulis-potent-plant-biostimulant
10.1016/j.jclepro.2018.11.152,"Life cycle impacts of soil construction, an innovative approach to reclaim brownfields and produce nonedible biomass","Jérémy Rodrigues, Antoine Gérard, Geoffroy Séré, Jean Louis Morel, Sophie Guimont, Marie Odile Simonnot, Marie Noëlle Pons",The objective of the LORVER project was the construction of fertile Technosols on an industrial brownfield using wastes and byproducts to produce biomass for industrial purposes (hemp as a fiber source and poplar for short ...,Journal of Cleaner Production (2019),https://www.mendeley.com/catalogue/api/pdf/19f9aac5-8d58-318f-865d-7cdd535176ed/?doi=10.1016%2Fj.jclepro.2018.11.152,https://www.mendeley.com/catalogue/life-cycle-impacts-soil-construction-innovative-approach-reclaim-brownfields-produce-nonedible-bioma
10.1016/j.scitotenv.2018.12.368,Life history responses of spring-and autumn-germinated ephemeral plants to increased nitrogen and precipitation in the Gurbantunggut Desert,"Yanfeng Chen, Lingwei Zhang, Xiang Shi, Ying Ban, Huiliang Liu, Daoyuan Zhang","Nitrogen deposition and precipitation change are not only hot topics of current global change but also the main environmental factors affecting plant growth. Thus, the effects of nitrogen and precipitation on the life history of ...",Science of the Total Environment (2019),https://www.mendeley.com/catalogue/api/pdf/d4e9d13e-9dee-3ad8-9007-d82380c768fc/?doi=10.1016%2Fj.scitotenv.2018.12.368,https://www.mendeley.com/catalogue/life-history-responses-springand-autumngerminated-ephemeral-plants-increased-nitrogen-precipitation
10.1016/j.jclepro.2018.04.051,Life-cycle assessment for coal-based methanol production in China,"Changhang Li, Hongtao Bai, Yuanye Lu, Jinghong Bian, Yan Dong, He Xu","More methanol is produced and used in China than in any other country. China has a great deal of coal, less oil, and little gas, so the Chinese government is enthusiastically developing the coal-based ...",Journal of Cleaner Production (2018),https://www.mendeley.com/catalogue/api/pdf/6fe2d661-4b61-3638-884f-d4731466efca/?doi=10.1016%2Fj.jclepro.2018.04.051,https://www.mendeley.com/catalogue/lifecycle-assessment-coalbased-methanol-production-china
10.1016/j.forpol.2018.05.005,Life-cycle carbon budget of China's harvested wood products in 1900–2015,"Xiaobiao Zhang, Hongqiang Yang, Jiaxin Chen","... budget for HWP consumed by China in the period 1900–2015, based on a comprehensive analysis of China-specific data. From 1900 to 2015, total wood fiber input to the HWP carbon system in China ...",Forest Policy and Economics (2018),https://www.mendeley.com/catalogue/api/pdf/0980cd05-9380-3d66-9afb-0e069bc52570/?doi=10.1016%2Fj.forpol.2018.05.005,https://www.mendeley.com/catalogue/lifecycle-carbon-budget-chinas-harvested-wood-products-19002015
10.1016/j.jtherbio.2018.12.002,Life-stage related responses to combined effects of acclimation temperature and humidity on the thermal tolerance of Chilo partellus (Swinhoe) (Lepidoptera: Crambidae),"Reyard Mutamiswa, Honest Machekano, Frank Chidawanyika, Casper Nyamukondiwa",Adaptive thermal plasticity plays a key role in mitigating the effects of seasonal and diurnal thermal fluctuations among ectotherms at various life-stages. While the role of thermal history in conferring such plasticity is widely ...,Journal of Thermal Biology (2019),https://www.mendeley.com/catalogue/api/pdf/7ee39d17-ca6c-3a65-8118-ac1abfeb260e/?doi=10.1016%2Fj.jtherbio.2018.12.002,https://www.mendeley.com/catalogue/lifestage-related-responses-combined-effects-acclimation-temperature-humidity-thermal-tolerance-chil
10.1016/j.engfailanal.2019.01.037,Lifetime wave overtopping risk analysis of sea defences subjected to changing operational conditions,"Hua Peng Chen, Mehrdad Bahari Mehrabani",Sea defences are at increasing risk of wave overtopping due to changing hydraulic conditions caused by climate change and deteriorating structural resistance. This paper presents a method for assessing wave overtopping risk of coastal flood ...,Engineering Failure Analysis (2019),https://www.mendeley.com/catalogue/api/pdf/a98bcd3d-fff5-3613-8028-ecb85eada785/?doi=10.1016%2Fj.engfailanal.2019.01.037,https://www.mendeley.com/catalogue/lifetime-wave-overtopping-risk-analysis-sea-defences-subjected-changing-operational-conditions
10.1016/j.geoderma.2018.03.034,Lime application lowers the global warming potential of a double rice cropping system,"Yu Jiang, Ping Liao, Natasja van Gestel, Yanni Sun, Yongjun Zeng, Shan Huang, Weijian Zhang, Kees Jan van Groenigen","Liming is a common practice to alleviate soil acidification in agricultural systems worldwide. Because liming affects soil microbial activity and soil carbon (C) input rates, it can affect soil greenhouse gas (GHG) emissions as well ...",Geoderma (2018),https://www.mendeley.com/catalogue/api/pdf/0f2435fc-d6c7-39bd-b5d9-9553fcfb9ea2/?doi=10.1016%2Fj.geoderma.2018.03.034,https://www.mendeley.com/catalogue/lime-application-lowers-global-warming-potential-double-rice-cropping-system-2
10.1016/j.copbio.2019.02.004,Limitations in converting waste gases to fuels and chemicals,"David Frederic Emerson, Gregory Stephanopoulos","Carbon dioxide remediation is of vital importance in mitigating the impact of greenhouse gases on climate change. While various technologies have been presented in the literature, we argue that only by valorizing CO 2 capture ...",Current Opinion in Biotechnology (2019),https://www.mendeley.com/catalogue/api/pdf/85bce7e9-0f18-3f5d-9dca-4a479cf22081/?doi=10.1016%2Fj.copbio.2019.02.004,https://www.mendeley.com/catalogue/limitations-converting-waste-gases-fuels-chemicals
10.1016/j.agrformet.2018.01.025,Limitations to winter and spring photosynthesis of a Rocky Mountain subalpine forest,"David R. Bowling, Barry A. Logan, Koen Hufkens, Donald M. Aubrecht, Andrew D. Richardson, Sean P. Burns, William R.L. Anderegg, Peter D. Blanken, David P. Eiriksson","Temperate and boreal conifer forests are dormant for many months during the cold season. Climate change is altering the winter environment, with increased temperature, altered precipitation, and earlier snowmelt in many locations. If significant enough ...",Agricultural and Forest Meteorology (2018),https://www.mendeley.com/catalogue/api/pdf/50f150d5-1834-3f62-bcf0-7932b600c875/?doi=10.1016%2Fj.agrformet.2018.01.025,https://www.mendeley.com/catalogue/limitations-winter-spring-photosynthesis-rocky-mountain-subalpine-forest
10.1016/j.envexpbot.2018.06.011,Limiting similarity mediates plant community niche hypervolume across a desert-steppe ecotone of Inner Mongolia,"Wei Mao, Xueyong Zhao, Zhibin Sun, Andrew J. Felton, Tonghui Zhang, Yulin Li, Melinda D. Smith",Quantifying niche space occupation based on assessments of multiple resource utilization traits can improve an understanding of plant species coexistence within communities of varying resource availability. We used an ‘occupied functional niche space (OFS)’ method ...,Environmental and Experimental Botany (2018),https://www.mendeley.com/catalogue/api/pdf/0ef6912d-21c0-3081-83e9-65651ec86a28/?doi=10.1016%2Fj.envexpbot.2018.06.011,https://www.mendeley.com/catalogue/limiting-similarity-mediates-plant-community-niche-hypervolume-across-desertsteppe-ecotone-inner-mon
10.1016/j.enpol.2019.03.039,Limits to deployment of nuclear power for decarbonization: Insights from public opinion,"A. Abdulla, P. Vaishnav, B. Sergi, D. G. Victor","Decarbonization will require deployment of low-carbon technologies, but analysts have struggled to quantify which ones could be deployed in practice—especially where technologies have faced public opposition. For nuclear power, some analysts have tried ...",Energy Policy (2019),https://www.mendeley.com/catalogue/api/pdf/2f0a94a7-986f-32af-b155-79149beb1792/?doi=10.1016%2Fj.enpol.2019.03.039,https://www.mendeley.com/catalogue/limits-deployment-nuclear-power-decarbonization-insights-public-opinion
10.1016/j.enpol.2018.05.053,Limits to growth redux: A system dynamics model for assessing energy and climate change constraints to global growth,"Thomas Ansell, Steve Cayzer",This study investigates the notion of limits to socioeconomic growth with a specific focus on the role of climate change and the declining quality of fossil fuel reserves. A new system dynamics model has been ...,Energy Policy (2018),https://www.mendeley.com/catalogue/api/pdf/0a5afe4e-27d3-31c6-8822-c7457d1ec66e/?doi=10.1016%2Fj.enpol.2018.05.053,https://www.mendeley.com/catalogue/limits-growth-redux-system-dynamics-model-assessing-energy-climate-change-constraints-global-growth
10.1016/j.jms.2017.11.011,Line shape parameters of air-broadened water vapor transitions in the ν1 and ν3 spectral region,"V. Malathy Devi, Robert R. Gamache, Bastien Vispoel, Candice L. Renaud, D. Chris Benner, Mary Ann H. Smith, Thomas A. Blake, Robert L. Sams","A Bruker IFS-120HR Fourier transform spectrometer located at the Pacific Northwest National Laboratory (PNNL) in Richland, Washington was used to record a series of spectra of pure H2O and air-broadened H2O in the ...",Journal of Molecular Spectroscopy (2018),https://www.mendeley.com/catalogue/api/pdf/541c08ac-4d12-3574-adad-3afda87ab337/?doi=10.1016%2Fj.jms.2017.11.011,https://www.mendeley.com/catalogue/line-shape-parameters-airbroadened-water-vapor-transitions-%CE%BD1-%CE%BD3-spectral-region
10.1016/j.jms.2017.12.010,Line-by-line spectroscopic parameters of HFC-32 ro-vibrational transitions within the atmospheric window around 8.2 μm,"Nicola Tasinato, Giorgia Ceselin, Andrea Pietropolli Charmet, Paolo Stoppa, Santi Giorgianni","... experiments are carried out at room temperature by using a tunable diode laser (TDL) spectrometer. The line shape analysis of CH2F2 self-broadened spectra leads to the determination of resonant frequencies, integrated absorption coefficients and ...",Journal of Molecular Spectroscopy (2018),https://www.mendeley.com/catalogue/api/pdf/b9efc31f-5b11-3768-91a5-6dbc657a9809/?doi=10.1016%2Fj.jms.2017.12.010,https://www.mendeley.com/catalogue/linebyline-spectroscopic-parameters-hfc32-rovibrational-transitions-within-atmospheric-window-around
10.1016/j.apenergy.2018.05.058,Linkage analysis for water-carbon nexus in China,"Delin Fang, Bin Chen",The shortage of water resources and threat of climate change are two major global problems associated with economic development. One vital issue is to coordinate water resource utilization and CO2 mitigation considering their coupling mechanism ...,Applied Energy (2018),https://www.mendeley.com/catalogue/api/pdf/0d9320df-11d5-3fe4-bcef-f1a31fbada8b/?doi=10.1016%2Fj.apenergy.2018.05.058,https://www.mendeley.com/catalogue/linkage-analysis-watercarbon-nexus-china
10.1016/j.palaeo.2018.06.026,Linkage between Lake Xingkai sediment geochemistry and Asian summer monsoon since the last interglacial period,"Weiwei Sun, Enlou Zhang, Enfeng Liu, Jie Chang, Ji Shen","In this study, we present the element geochemical data of Core XK08-A2 drilled from Lake Xingkai (Khanka), northeast China. The study aims to examine the changes of sediment provenance and geochemical composition in response ...","Palaeogeography, Palaeoclimatology, Palaeoecology (2018)",https://www.mendeley.com/catalogue/api/pdf/0d6a20c4-f8d5-34d1-aa2a-d2f778a1b821/?doi=10.1016%2Fj.palaeo.2018.06.026,https://www.mendeley.com/catalogue/linkage-between-lake-xingkai-sediment-geochemistry-asian-summer-monsoon-since-last-interglacial-peri
